"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank","Closing Rank" ,"Institute Type"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "11578","11968" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "3512","3754" ,"NIT"
"National Institute of Technology, Srinagar", "Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4817","4817" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Gender-Neutral", "100","367" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN", "Female-only (including Supernumerary)", "53","94" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OPEN (PwD)", "Gender-Neutral", "102","102" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "EWS", "Gender-Neutral", "212","624" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "EWS", "Female-only (including Supernumerary)", "375","375" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Gender-Neutral", "145","247" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "196","212" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Gender-Neutral", "49","84" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "SC", "Female-only (including Supernumerary)", "13","13" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "HS", "ST", "Gender-Neutral", "62","823" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Gender-Neutral", "149","260" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OPEN", "Female-only (including Supernumerary)", "190","190" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "EWS", "Gender-Neutral", "43","87" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Gender-Neutral", "108","127" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "106","106" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Gender-Neutral", "42","86" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "SC", "Female-only (including Supernumerary)", "29","29" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "ST", "Gender-Neutral", "40","40" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Architecture (5 Years, Bachelor of Architecture)", "OS", "ST", "Female-only (including Supernumerary)", "26","26" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "12050","20670" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "27700","30405" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "16282","17827" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "20006","20006" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "5354","7309" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "9676","10056" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "499","499" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "3929","6684" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "5567","5567" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "8628","8674" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "10199","10199" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "11165","15816" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "16042","19176" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "560","560" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2502","2615" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3384","3384" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "3892","5937" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "8979","8979" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "1479","2877" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "2195","2195" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "863","1100" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST (PwD)", "Gender-Neutral", "19","19" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "20492","33703" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "35256","42452" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "19843","27709" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "22101","22101" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "9240","11426" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "11916","13320" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "424","424" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Female-only (including Supernumerary)", "538","538" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5367","6569" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "6782","8081" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3986","6588" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2917","2917" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "12259","20873" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "23366","28979" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "721","721" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "3276","3672" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "4573","4573" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "183","183" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5294","7155" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "10919","11317" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "280","280" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "672","3594" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "4712","4978" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "291","563" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "1205","1205" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "936","5164" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "2903","6687" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "478","478" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Female-only (including Supernumerary)", "779","779" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "1032","3280" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "6767","6767" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "1071","1778" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "1685","1873" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "499","1450" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "244","322" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC (PwD)", "Gender-Neutral", "74","74" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "767","1472" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "1169","1169" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "176","1509" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "1701","2086" ,"NIT"
"National Institute of Technology, Tiruchirappalli", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "5","5" ,"NIT"
